Format Version,1.22,Take Name,DavidFail2,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-08-03 09.17.49.319 AM,Total Frames in Take,7056,Total Exported Frames,7056,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1771,4.919444,0.006517,0.062424,0.008104,-0.997996,-3.250242,1.081856,0.575960,0.000000,-3.472044,1.073464,0.578994,0.929126,-3.388928,1.156572,0.576024,0.964709,-3.160666,1.058396,0.581567,0.905133,-3.116136,1.058126,0.476857,0.890593,-3.113436,1.062724,0.666357,0.924797,-3.472044,1.073464,0.578994,-3.388928,1.156572,0.576024,-3.160666,1.058396,0.581567,-3.116136,1.058126,0.476857,-3.113436,1.062724,0.666357,,,,,,,,,
1772,4.922222,0.006729,0.062438,0.008253,-0.997992,-3.250232,1.081739,0.576025,0.000000,-3.472036,1.073419,0.579058,0.929126,-3.388893,1.156499,0.576055,0.964709,-3.160663,1.058251,0.581644,0.905133,-3.116131,1.057925,0.476936,0.890593,-3.113435,1.062599,0.666433,0.924797,-3.472036,1.073419,0.579058,-3.388893,1.156499,0.576055,-3.160663,1.058251,0.581644,-3.116131,1.057925,0.476936,-3.113435,1.062599,0.666433,,,,,,,,,
1773,4.925000,0.005443,0.062871,0.009207,-0.997964,-3.250288,1.081984,0.575961,0.000000,-3.472109,1.074042,0.578772,0.953910,-3.388819,1.156985,0.576067,0.960316,-3.160765,1.058325,0.581598,0.929304,-3.116139,1.058202,0.476929,0.897669,-3.113606,1.062364,0.666441,0.962362,-3.472109,1.074042,0.578772,-3.388819,1.156985,0.576067,-3.160765,1.058325,0.581598,-3.116139,1.058202,0.476929,-3.113606,1.062364,0.666441,,,,,,,,,
1774,4.927778,0.005417,0.062883,0.008423,-0.997971,-3.250270,1.081748,0.575928,0.000000,-3.472079,1.073459,0.578736,0.865128,-3.388919,1.156532,0.576028,0.870338,-3.160711,1.058230,0.581567,0.908253,-3.116083,1.058172,0.476899,0.917462,-3.113559,1.062347,0.666411,0.956254,-3.472079,1.073459,0.578736,-3.388919,1.156532,0.576028,-3.160711,1.058230,0.581567,-3.116083,1.058172,0.476899,-3.113559,1.062347,0.666411,,,,,,,,,
1775,4.930556,0.005266,0.062772,0.009398,-0.997970,-3.250242,1.081986,0.575997,0.000000,-3.472065,1.074123,0.578847,0.938176,-3.388746,1.157037,0.576158,0.966746,-3.160727,1.058293,0.581607,0.929941,-3.116121,1.058194,0.476929,0.885231,-3.113549,1.062282,0.666442,0.952141,-3.472065,1.074123,0.578847,-3.388746,1.157037,0.576158,-3.160727,1.058293,0.581607,-3.116121,1.058194,0.476929,-3.113549,1.062282,0.666442,,,,,,,,,
1776,4.933333,0.006221,0.062427,0.008940,-0.997990,-3.250238,1.081995,0.575977,0.000000,-3.472053,1.073962,0.579001,0.933489,-3.388802,1.156937,0.576090,0.945702,-3.160700,1.058384,0.581569,0.921251,-3.116169,1.058115,0.476860,0.896182,-3.113466,1.062577,0.666363,0.963431,-3.472053,1.073962,0.579001,-3.388802,1.156937,0.576090,-3.160700,1.058384,0.581569,-3.116169,1.058115,0.476860,-3.113466,1.062577,0.666363,,,,,,,,,
1777,4.936111,0.005768,0.062784,0.008404,-0.997975,-3.250129,1.081798,0.575924,0.000000,-3.471937,1.073512,0.578783,0.931843,-3.388778,1.156583,0.576000,0.941151,-3.160569,1.058284,0.581562,0.928078,-3.115962,1.058152,0.476884,0.903026,-3.113400,1.062459,0.666393,0.957397,-3.471937,1.073512,0.578783,-3.388778,1.156583,0.576000,-3.160569,1.058284,0.581562,-3.115962,1.058152,0.476884,-3.113400,1.062459,0.666393,,,,,,,,,
1778,4.938889,0.005612,0.062473,0.009120,-0.997989,-3.250360,1.081986,0.575995,0.000000,-3.472178,1.074013,0.578985,0.931843,-3.388903,1.156967,0.576186,0.941151,-3.160830,1.058343,0.581568,0.928078,-3.116287,1.058191,0.476863,0.903026,-3.113603,1.062417,0.666371,0.957397,-3.472178,1.074013,0.578985,-3.388903,1.156967,0.576186,-3.160830,1.058343,0.581568,-3.116287,1.058191,0.476863,-3.113603,1.062417,0.666371,,,,,,,,,
1779,4.941667,0.005898,0.062632,0.009351,-0.997975,-3.250303,1.082064,0.575915,0.000000,-3.472126,1.074202,0.578839,0.917213,-3.388809,1.157114,0.576021,0.946668,-3.160786,1.058380,0.581529,0.907560,-3.116211,1.058148,0.476838,0.862004,-3.113585,1.062477,0.666345,0.879069,-3.472126,1.074202,0.578839,-3.388809,1.157114,0.576021,-3.160786,1.058380,0.581529,-3.116211,1.058148,0.476838,-3.113585,1.062477,0.666345,,,,,,,,,
1780,4.944444,0.005483,0.062627,0.009044,-0.997981,-3.250272,1.081947,0.576039,0.000000,-3.472089,1.073935,0.578960,0.915037,-3.388827,1.156904,0.576206,0.931080,-3.160739,1.058318,0.581634,0.912579,-3.116164,1.058199,0.476943,0.909892,-3.113539,1.062379,0.666454,0.940984,-3.472089,1.073935,0.578960,-3.388827,1.156904,0.576206,-3.160739,1.058318,0.581634,-3.116164,1.058199,0.476943,-3.113539,1.062379,0.666454,,,,,,,,,
1781,4.947222,0.005982,0.062685,0.009167,-0.997973,-3.250340,1.082013,0.575983,0.000000,-3.472161,1.074072,0.578887,0.928761,-3.388873,1.157012,0.576061,0.957838,-3.160815,1.058361,0.581610,0.920227,-3.116229,1.058126,0.476925,0.876024,-3.113624,1.062491,0.666431,0.926921,-3.472161,1.074072,0.578887,-3.388873,1.157012,0.576061,-3.160815,1.058361,0.581610,-3.116229,1.058126,0.476925,-3.113624,1.062491,0.666431,,,,,,,,,
1782,4.950000,0.005090,0.062782,0.009401,-0.997970,-3.250276,1.081907,0.575992,0.000000,-3.472100,1.074039,0.578835,0.892818,-3.388782,1.156955,0.576176,0.930005,-3.160761,1.058213,0.581597,0.880786,-3.116153,1.058151,0.476920,0.875805,-3.113586,1.062173,0.666435,0.828447,-3.472100,1.074039,0.578835,-3.388782,1.156955,0.576176,-3.160761,1.058213,0.581597,-3.116153,1.058151,0.476920,-3.113586,1.062173,0.666435,,,,,,,,,
1783,4.952778,0.005632,0.062753,0.009265,-0.997970,-3.250199,1.081985,0.576040,0.000000,-3.472020,1.074076,0.578906,0.932296,-3.388720,1.157006,0.576151,0.955536,-3.160678,1.058316,0.581664,0.945202,-3.116077,1.058148,0.476984,0.918781,-3.113498,1.062379,0.666494,0.968925,-3.472020,1.074076,0.578906,-3.388720,1.157006,0.576151,-3.160678,1.058316,0.581664,-3.116077,1.058148,0.476984,-3.113498,1.062379,0.666494,,,,,,,,,
1784,4.955556,0.005290,0.063013,0.009659,-0.997952,-3.250262,1.081993,0.575965,0.000000,-3.472091,1.074247,0.578707,0.932296,-3.388728,1.157117,0.576057,0.955536,-3.160762,1.058254,0.581619,0.945202,-3.116106,1.058129,0.476963,0.918781,-3.113625,1.062220,0.666478,0.968925,-3.472091,1.074247,0.578707,-3.388728,1.157117,0.576057,-3.160762,1.058254,0.581619,-3.116106,1.058129,0.476963,-3.113625,1.062220,0.666478,,,,,,,,,
1785,4.958333,0.005424,0.062885,0.008898,-0.997966,-3.250248,1.081959,0.575987,0.000000,-3.472064,1.073880,0.578791,0.917848,-3.388826,1.156874,0.576089,0.936415,-3.160711,1.058356,0.581626,0.911176,-3.116082,1.058261,0.476958,0.925115,-3.113556,1.062424,0.666470,0.957358,-3.472064,1.073880,0.578791,-3.388826,1.156874,0.576089,-3.160711,1.058356,0.581626,-3.116082,1.058261,0.476958,-3.113556,1.062424,0.666470,,,,,,,,,
1786,4.961111,0.005319,0.062941,0.009278,-0.997960,-3.250176,1.081979,0.575960,0.000000,-3.471999,1.074064,0.578736,0.936707,-3.388699,1.156997,0.576065,0.956187,-3.160658,1.058308,0.581603,0.925946,-3.116016,1.058206,0.476941,0.897378,-3.113510,1.062319,0.666454,0.972165,-3.471999,1.074064,0.578736,-3.388699,1.156997,0.576065,-3.160658,1.058308,0.581603,-3.116016,1.058206,0.476941,-3.113510,1.062319,0.666454,,,,,,,,,
1787,4.963889,0.004870,0.063124,0.008694,-0.997956,-3.250299,1.081734,0.575960,0.000000,-3.472112,1.073545,0.578649,0.918262,-3.388912,1.156582,0.576076,0.949241,-3.160753,1.058168,0.581617,0.898884,-3.116073,1.058206,0.476971,0.928235,-3.113642,1.062167,0.666489,0.944478,-3.472112,1.073545,0.578649,-3.388912,1.156582,0.576076,-3.160753,1.058168,0.581617,-3.116073,1.058206,0.476971,-3.113642,1.062167,0.666489,,,,,,,,,
1788,4.966667,0.005030,0.062956,0.009286,-0.997960,-3.250312,1.081923,0.575922,0.000000,-3.472135,1.074002,0.578686,0.908471,-3.388836,1.156938,0.576065,0.952905,-3.160793,1.058250,0.581555,0.894067,-3.116148,1.058210,0.476894,0.927224,-3.113649,1.062213,0.666409,0.948825,-3.472135,1.074002,0.578686,-3.388836,1.156938,0.576065,-3.160793,1.058250,0.581555,-3.116148,1.058210,0.476894,-3.113649,1.062213,0.666409,,,,,,,,,
1789,4.969444,0.005006,0.062909,0.009511,-0.997961,-3.250372,1.081983,0.575981,0.000000,-3.472198,1.074161,0.578765,0.908471,-3.388862,1.157060,0.576143,0.952905,-3.160863,1.058270,0.581604,0.894067,-3.116228,1.058218,0.476939,0.927224,-3.113709,1.062205,0.666455,0.948825,-3.472198,1.074161,0.578765,-3.388862,1.157060,0.576143,-3.160863,1.058270,0.581604,-3.116228,1.058218,0.476939,-3.113709,1.062205,0.666455,,,,,,,,,
1790,4.972222,0.004707,0.062985,0.009291,-0.997960,-3.250276,1.081888,0.575930,0.000000,-3.472099,1.073959,0.578674,0.899403,-3.388802,1.156899,0.576113,0.914590,-3.160757,1.058215,0.581553,0.899536,-3.116105,1.058243,0.476895,0.868111,-3.113618,1.062125,0.666413,0.886816,-3.472099,1.073959,0.578674,-3.388802,1.156899,0.576113,-3.160757,1.058215,0.581553,-3.116105,1.058243,0.476895,-3.113618,1.062125,0.666413,,,,,,,,,
1791,4.975000,0.005500,0.062947,0.009230,-0.997959,-3.250207,1.081966,0.576003,0.000000,-3.472029,1.074036,0.578780,0.927085,-3.388735,1.156974,0.576079,0.957924,-3.160686,1.058303,0.581656,0.901149,-3.116044,1.058166,0.476994,0.872943,-3.113540,1.062349,0.666506,0.919988,-3.472029,1.074036,0.578780,-3.388735,1.156974,0.576079,-3.160686,1.058303,0.581656,-3.116044,1.058166,0.476994,-3.113540,1.062349,0.666506,,,,,,,,,
1792,4.977778,0.005687,0.062872,0.009049,-0.997964,-3.250173,1.081984,0.575923,0.000000,-3.471992,1.073981,0.578739,0.906327,-3.388726,1.156946,0.575992,0.948133,-3.160644,1.058354,0.581571,0.904302,-3.116018,1.058191,0.476902,0.879882,-3.113485,1.062449,0.666412,0.903988,-3.471992,1.073981,0.578739,-3.388726,1.156946,0.575992,-3.160644,1.058354,0.581571,-3.116018,1.058191,0.476902,-3.113485,1.062449,0.666412,,,,,,,,,
1793,4.980556,0.005892,0.062747,0.009340,-0.997968,-3.250272,1.082021,0.575934,0.000000,-3.472095,1.074154,0.578808,0.924548,-3.388779,1.157067,0.576010,0.945883,-3.160756,1.058339,0.581569,0.895635,-3.116156,1.058110,0.476889,0.900239,-3.113574,1.062436,0.666396,0.956729,-3.472095,1.074154,0.578808,-3.388779,1.157067,0.576010,-3.160756,1.058339,0.581569,-3.116156,1.058110,0.476889,-3.113574,1.062436,0.666396,,,,,,,,,
1794,4.983333,0.005058,0.062845,0.008460,-0.997975,-3.250157,1.081794,0.576003,0.000000,-3.471965,1.073509,0.578819,0.916307,-3.388803,1.156582,0.576166,0.953146,-3.160598,1.058270,0.581619,0.894350,-3.115977,1.058286,0.476947,0.870249,-3.113440,1.062323,0.666462,0.895653,-3.471965,1.073509,0.578819,-3.388803,1.156582,0.576166,-3.160598,1.058270,0.581619,-3.115977,1.058286,0.476947,-3.113440,1.062323,0.666462,,,,,,,,,
1795,4.986111,0.004929,0.062976,0.009110,-0.997961,-3.250229,1.081848,0.576037,0.000000,-3.472049,1.073846,0.578791,0.916307,-3.388780,1.156813,0.576188,0.953146,-3.160702,1.058208,0.581669,0.894350,-3.116053,1.058202,0.477010,0.870249,-3.113562,1.062172,0.666526,0.895653,-3.472049,1.073846,0.578791,-3.388780,1.156813,0.576188,-3.160702,1.058208,0.581669,-3.116053,1.058202,0.477010,-3.113562,1.062172,0.666526,,,,,,,,,
1796,4.988889,0.005382,0.062794,0.008278,-0.997978,-3.250170,1.081794,0.575945,0.000000,-3.471975,1.073440,0.578792,0.867563,-3.388840,1.156537,0.576074,0.870953,-3.160602,1.058303,0.581566,0.909317,-3.115993,1.058263,0.476890,0.917279,-3.113437,1.062428,0.666402,0.956763,-3.471975,1.073440,0.578792,-3.388840,1.156537,0.576074,-3.160602,1.058303,0.581566,-3.115993,1.058263,0.476890,-3.113437,1.062428,0.666402,,,,,,,,,
1797,4.991667,0.005627,0.062810,0.009330,-0.997966,-3.250225,1.081968,0.575974,0.000000,-3.472048,1.074087,0.578815,0.934676,-3.388736,1.157006,0.576071,0.948629,-3.160708,1.058287,0.581608,0.930770,-3.116095,1.058115,0.476934,0.905588,-3.113538,1.062343,0.666444,0.957217,-3.472048,1.074087,0.578815,-3.388736,1.157006,0.576071,-3.160708,1.058287,0.581608,-3.116095,1.058115,0.476934,-3.113538,1.062343,0.666444,,,,,,,,,
1798,4.994444,0.004687,0.063105,0.008451,-0.997960,-3.250219,1.081740,0.576040,0.000000,-3.472028,1.073439,0.578734,0.889526,-3.388871,1.156519,0.576185,0.890796,-3.160661,1.058218,0.581685,0.925029,-3.115986,1.058314,0.477038,0.899273,-3.113549,1.062212,0.666556,0.960453,-3.472028,1.073439,0.578734,-3.388871,1.156519,0.576185,-3.160661,1.058218,0.581685,-3.115986,1.058314,0.477038,-3.113549,1.062212,0.666556,,,,,,,,,
1799,4.997222,0.005898,0.062481,0.008131,-0.997996,-3.250250,1.081685,0.575942,0.000000,-3.472052,1.073284,0.578939,0.888061,-3.388937,1.156397,0.576081,0.888240,-3.160674,1.058219,0.581531,0.914495,-3.116131,1.058081,0.476827,0.885083,-3.113455,1.062444,0.666332,0.947568,-3.472052,1.073284,0.578939,-3.388937,1.156397,0.576081,-3.160674,1.058219,0.581531,-3.116131,1.058081,0.476827,-3.113455,1.062444,0.666332,,,,,,,,,
1800,5.000000,0.005621,0.062753,0.009354,-0.997970,-3.250176,1.081958,0.576005,0.000000,-3.471999,1.074088,0.578871,0.888061,-3.388684,1.157003,0.576118,0.888240,-3.160660,1.058273,0.581628,0.914495,-3.116058,1.058101,0.476948,0.885083,-3.113479,1.062325,0.666458,0.947568,-3.471999,1.074088,0.578871,-3.388684,1.157003,0.576118,-3.160660,1.058273,0.581628,-3.116058,1.058101,0.476948,-3.113479,1.062325,0.666458,,,,,,,,,
1801,5.002778,0.005977,0.062624,0.009090,-0.997978,-3.250226,1.082019,0.575940,0.000000,-3.472044,1.074044,0.578871,0.932919,-3.388769,1.156998,0.576035,0.942994,-3.160697,1.058382,0.581556,0.922597,-3.116123,1.058153,0.476865,0.908625,-3.113495,1.062519,0.666371,0.959835,-3.472044,1.074044,0.578871,-3.388769,1.156998,0.576035,-3.160697,1.058382,0.581556,-3.116123,1.058153,0.476865,-3.113495,1.062519,0.666371,,,,,,,,,
1802,5.005556,0.005041,0.063073,0.009950,-0.997947,-3.250242,1.081964,0.575921,0.000000,-3.472076,1.074337,0.578631,0.945108,-3.388666,1.157163,0.576035,0.959920,-3.160756,1.058173,0.581574,0.937474,-3.116086,1.058079,0.476924,0.891333,-3.113627,1.062068,0.666440,0.968679,-3.472076,1.074337,0.578631,-3.388666,1.157163,0.576035,-3.160756,1.058173,0.581574,-3.116086,1.058079,0.476924,-3.113627,1.062068,0.666440,,,,,,,,,
1803,5.008333,0.005090,0.062963,0.009505,-0.997958,-3.250287,1.081863,0.576011,0.000000,-3.472113,1.074041,0.578772,0.914627,-3.388777,1.156940,0.576145,0.965353,-3.160778,1.058152,0.581647,0.924261,-3.116132,1.058082,0.476987,0.869924,-3.113633,1.062101,0.666502,0.922584,-3.472113,1.074041,0.578772,-3.388777,1.156940,0.576145,-3.160778,1.058152,0.581647,-3.116132,1.058082,0.476987,-3.113633,1.062101,0.666502,,,,,,,,,
1804,5.011111,0.005562,0.062787,0.008686,-0.997974,-3.250166,1.081750,0.575972,0.000000,-3.471979,1.073582,0.578824,0.938455,-3.388775,1.156609,0.576080,0.949505,-3.160619,1.058185,0.581600,0.923381,-3.116011,1.058076,0.476923,0.908399,-3.113449,1.062298,0.666433,0.960640,-3.471979,1.073582,0.578824,-3.388775,1.156609,0.576080,-3.160619,1.058185,0.581600,-3.116011,1.058076,0.476923,-3.113449,1.062298,0.666433,,,,,,,,,
1805,5.013889,0.004977,0.062982,0.008905,-0.997963,-3.250350,1.081884,0.575926,0.000000,-3.472166,1.073793,0.578679,0.922846,-3.388931,1.156793,0.576067,0.956824,-3.160813,1.058280,0.581562,0.897987,-3.116163,1.058280,0.476903,0.889963,-3.113675,1.062274,0.666419,0.911796,-3.472166,1.073793,0.578679,-3.388931,1.156793,0.576067,-3.160813,1.058280,0.581562,-3.116163,1.058280,0.476903,-3.113675,1.062274,0.666419,,,,,,,,,
1806,5.016667,0.006469,0.062454,0.009000,-0.997986,-3.250236,1.082010,0.575941,0.000000,-3.472052,1.074012,0.578958,0.922846,-3.388788,1.156972,0.576010,0.956824,-3.160702,1.058388,0.581550,0.897987,-3.116165,1.058061,0.476843,0.889963,-3.113471,1.062615,0.666344,0.911796,-3.472052,1.074012,0.578958,-3.388788,1.156972,0.576010,-3.160702,1.058388,0.581550,-3.116165,1.058061,0.476843,-3.113471,1.062615,0.666344,,,,,,,,,
1807,5.019444,0.005749,0.062951,0.009129,-0.997958,-3.250180,1.081927,0.575963,0.000000,-3.472001,1.073961,0.578744,0.924212,-3.388721,1.156911,0.576000,0.962047,-3.160656,1.058282,0.581628,0.906106,-3.116013,1.058099,0.476966,0.893324,-3.113510,1.062379,0.666476,0.926287,-3.472001,1.073961,0.578744,-3.388721,1.156911,0.576000,-3.160656,1.058282,0.581628,-3.116013,1.058099,0.476966,-3.113510,1.062379,0.666476,,,,,,,,,
1808,5.022222,0.005837,0.062690,0.008656,-0.997979,-3.250213,1.081997,0.575997,0.000000,-3.472025,1.073825,0.578898,0.936778,-3.388823,1.156853,0.576091,0.952490,-3.160664,1.058437,0.581620,0.927554,-3.116077,1.058271,0.476935,0.909009,-3.113477,1.062597,0.666442,0.962025,-3.472025,1.073825,0.578898,-3.388823,1.156853,0.576091,-3.160664,1.058437,0.581620,-3.116077,1.058271,0.476935,-3.113477,1.062597,0.666442,,,,,,,,,
1809,5.025000,0.005540,0.062655,0.009319,-0.997976,-3.250233,1.081953,0.575991,0.000000,-3.472055,1.074065,0.578899,0.937320,-3.388747,1.156987,0.576144,0.952958,-3.160714,1.058275,0.581593,0.932416,-3.116133,1.058123,0.476905,0.908824,-3.113517,1.062317,0.666415,0.964294,-3.472055,1.074065,0.578899,-3.388747,1.156987,0.576144,-3.160714,1.058275,0.581593,-3.116133,1.058123,0.476905,-3.113517,1.062317,0.666415,,,,,,,,,
1810,5.027778,0.006777,0.062338,0.008900,-0.997992,-3.250155,1.082070,0.575937,0.000000,-3.471969,1.074039,0.579012,0.908266,-3.388719,1.157010,0.575993,0.948307,-3.160616,1.058466,0.581539,0.919429,-3.116104,1.058081,0.476822,0.898345,-3.113366,1.062753,0.666319,0.927743,-3.471969,1.074039,0.579012,-3.388719,1.157010,0.575993,-3.160616,1.058466,0.581539,-3.116104,1.058081,0.476822,-3.113366,1.062753,0.666319,,,,,,,,,
1811,5.030556,0.005549,0.062736,0.009130,-0.997973,-3.250292,1.081924,0.576032,0.000000,-3.472112,1.073953,0.578905,0.883037,-3.388834,1.156906,0.576159,0.885547,-3.160765,1.058280,0.581649,0.922042,-3.116167,1.058140,0.476968,0.902839,-3.113583,1.062343,0.666478,0.959583,-3.472112,1.073953,0.578905,-3.388834,1.156906,0.576159,-3.160765,1.058280,0.581649,-3.116167,1.058140,0.476968,-3.113583,1.062343,0.666478,,,,,,,,,
1812,5.033333,0.006541,0.062367,0.008865,-0.997993,-3.250211,1.082056,0.575973,0.000000,-3.472024,1.074001,0.579031,0.883037,-3.388782,1.156982,0.576055,0.885547,-3.160670,1.058458,0.581570,0.922042,-3.116151,1.058126,0.476855,0.902839,-3.113425,1.062711,0.666355,0.959583,-3.472024,1.074001,0.579031,-3.388782,1.156982,0.576055,-3.160670,1.058458,0.581570,-3.116151,1.058126,0.476855,-3.113425,1.062711,0.666355,,,,,,,,,
1813,5.036111,0.006223,0.062340,0.008907,-0.997996,-3.250281,1.081975,0.575994,0.000000,-3.472095,1.073928,0.579057,0.928063,-3.388850,1.156907,0.576131,0.959807,-3.160741,1.058370,0.581571,0.909899,-3.116228,1.058103,0.476854,0.884569,-3.113492,1.062566,0.666357,0.946423,-3.472095,1.073928,0.579057,-3.388850,1.156907,0.576131,-3.160741,1.058370,0.581571,-3.116228,1.058103,0.476854,-3.113492,1.062566,0.666357,,,,,,,,,
1814,5.038889,0.004699,0.062902,0.009556,-0.997963,-3.250221,1.081857,0.575998,0.000000,-3.472047,1.074045,0.578779,0.884131,-3.388707,1.156941,0.576208,0.888270,-3.160713,1.058136,0.581606,0.915206,-3.116078,1.058146,0.476940,0.883086,-3.113558,1.062017,0.666459,0.960484,-3.472047,1.074045,0.578779,-3.388707,1.156941,0.576208,-3.160713,1.058136,0.581606,-3.116078,1.058146,0.476940,-3.113558,1.062017,0.666459,,,,,,,,,
1815,5.041667,0.005821,0.062402,0.008789,-0.997995,-3.250126,1.081828,0.575970,0.000000,-3.471938,1.073715,0.578998,0.892984,-3.388716,1.156721,0.576148,0.932158,-3.160580,1.058244,0.581540,0.879590,-3.116053,1.058072,0.476829,0.867128,-3.113343,1.062387,0.666335,0.837608,-3.471938,1.073715,0.578998,-3.388716,1.156721,0.576148,-3.160580,1.058244,0.581540,-3.116053,1.058072,0.476829,-3.113343,1.062387,0.666335,,,,,,,,,
1816,5.044444,0.005678,0.062588,0.009107,-0.997982,-3.250388,1.081907,0.575949,0.000000,-3.472206,1.073930,0.578890,0.919243,-3.388932,1.156885,0.576098,0.951732,-3.160858,1.058267,0.581546,0.894776,-3.116292,1.058101,0.476851,0.882010,-3.113651,1.062353,0.666360,0.915018,-3.472206,1.073930,0.578890,-3.388932,1.156885,0.576098,-3.160858,1.058267,0.581546,-3.116292,1.058101,0.476851,-3.113651,1.062353,0.666360,,,,,,,,,
1817,5.047222,0.005751,0.062823,0.009386,-0.997964,-3.250369,1.081954,0.575966,0.000000,-3.472193,1.074102,0.578803,0.919243,-3.388870,1.157010,0.576041,0.951732,-3.160855,1.058264,0.581607,0.894776,-3.116239,1.058061,0.476934,0.882010,-3.113686,1.062334,0.666443,0.915018,-3.472193,1.074102,0.578803,-3.388870,1.157010,0.576041,-3.160855,1.058264,0.581607,-3.116239,1.058061,0.476934,-3.113686,1.062334,0.666443,,,,,,,,,
1818,5.050000,0.006169,0.062568,0.008442,-0.997986,-3.250275,1.081855,0.575970,0.000000,-3.472083,1.073600,0.578932,0.875989,-3.388914,1.156658,0.576047,0.929336,-3.160716,1.058334,0.581586,0.880205,-3.116155,1.058113,0.476890,0.937763,-3.113509,1.062570,0.666393,0.938301,-3.472083,1.073600,0.578932,-3.388914,1.156658,0.576047,-3.160716,1.058334,0.581586,-3.116155,1.058113,0.476890,-3.113509,1.062570,0.666393,,,,,,,,,
1819,5.052778,0.004975,0.062831,0.008977,-0.997971,-3.250344,1.081902,0.575978,0.000000,-3.472161,1.073843,0.578797,0.924791,-3.388914,1.156831,0.576162,0.958566,-3.160809,1.058285,0.581586,0.899496,-3.116190,1.058279,0.476914,0.876843,-3.113645,1.062270,0.666429,0.919394,-3.472161,1.073843,0.578797,-3.388914,1.156831,0.576162,-3.160809,1.058285,0.581586,-3.116190,1.058279,0.476914,-3.113645,1.062270,0.666429,,,,,,,,,
1820,5.055556,0.005571,0.062555,0.009105,-0.997984,-3.250323,1.081951,0.576057,0.000000,-3.472141,1.073969,0.579011,0.935854,-3.388868,1.156926,0.576232,0.948998,-3.160792,1.058310,0.581643,0.923054,-3.116233,1.058168,0.476946,0.903096,-3.113580,1.062379,0.666455,0.959632,-3.472141,1.073969,0.579011,-3.388868,1.156926,0.576232,-3.160792,1.058310,0.581643,-3.116233,1.058168,0.476946,-3.113580,1.062379,0.666455,,,,,,,,,
1821,5.058333,0.005467,0.062622,0.008847,-0.997983,-3.250273,1.081767,0.575986,0.000000,-3.472088,1.073667,0.578909,0.923188,-3.388858,1.156669,0.576155,0.959389,-3.160731,1.058173,0.581580,0.901905,-3.116158,1.058072,0.476889,0.887824,-3.113532,1.062252,0.666399,0.908432,-3.472088,1.073667,0.578909,-3.388858,1.156669,0.576155,-3.160731,1.058173,0.581580,-3.116158,1.058072,0.476889,-3.113532,1.062252,0.666399,,,,,,,,,
1822,5.061111,0.005744,0.062606,0.009044,-0.997981,-3.250226,1.081942,0.576018,0.000000,-3.472043,1.073939,0.578953,0.934939,-3.388778,1.156904,0.576152,0.951203,-3.160694,1.058313,0.581621,0.925392,-3.116124,1.058138,0.476928,0.910654,-3.113490,1.062417,0.666436,0.960766,-3.472043,1.073939,0.578953,-3.388778,1.156904,0.576152,-3.160694,1.058313,0.581621,-3.116124,1.058138,0.476928,-3.113490,1.062417,0.666436,,,,,,,,,
