,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,"front right triangle:Marker1","front right triangle:Marker1","front right triangle:Marker1","front right triangle:Marker1","front right triangle:Marker2","front right triangle:Marker2","front right triangle:Marker2","front right triangle:Marker2","front right triangle:Marker3","front right triangle:Marker3","front right triangle:Marker3","front right triangle:Marker3","front right triangle:Marker4","front right triangle:Marker4","front right triangle:Marker4","front right triangle:Marker4",front right triangle:Marker1,front right triangle:Marker1,front right triangle:Marker1,front right triangle:Marker2,front right triangle:Marker2,front right triangle:Marker2,front right triangle:Marker3,front right triangle:Marker3,front right triangle:Marker3,front right triangle:Marker4,front right triangle:Marker4,front right triangle:Marker4
,,"64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","9469D7BF8C1D11E87C158CA0568DC94","9469D7BF8C1D11E87C158CA0568DC94","9469D7BF8C1D11E87C158CA0568DC94","9469D7C08C1D11E87C158CA0568DC94","9469D7C08C1D11E87C158CA0568DC94","9469D7C08C1D11E87C158CA0568DC94","9469D7C18C1D11E87C158CA0568DC94","9469D7C18C1D11E87C158CA0568DC94","9469D7C18C1D11E87C158CA0568DC94","9469D7C28C1D11E87C158CA0568DC94","9469D7C28C1D11E87C158CA0568DC94","9469D7C28C1D11E87C158CA0568DC94"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1107,3.075000,-0.005080,0.007057,0.008549,-0.999926,0.330165,0.168779,-0.149553,0.000000,0.319914,0.167152,-0.137168,0.933187,0.250167,0.179052,-0.271403,0.929917,0.415131,0.160122,-0.158698,0.971485,0.335450,0.168791,-0.030944,0.865810,0.319914,0.167152,-0.137168,0.250167,0.179052,-0.271403,0.415131,0.160122,-0.158698,0.335450,0.168791,-0.030944
1108,3.077778,-0.005826,0.006802,0.008653,-0.999923,0.330486,0.168783,-0.149531,0.000000,0.320240,0.167139,-0.137143,0.906624,0.250429,0.179253,-0.271325,0.866956,0.415445,0.160123,-0.158731,0.924819,0.335829,0.168616,-0.030924,0.928553,0.320240,0.167139,-0.137143,0.250429,0.179253,-0.271325,0.415445,0.160123,-0.158731,0.335829,0.168616,-0.030924
1109,3.080556,-0.006562,0.007499,0.007084,-0.999925,0.330139,0.168577,-0.149585,0.000000,0.319881,0.166883,-0.137214,0.843220,0.250223,0.178972,-0.271478,0.792717,0.415138,0.160197,-0.158676,0.869846,0.335314,0.168256,-0.030971,0.843890,0.319881,0.166883,-0.137214,0.250223,0.178972,-0.271478,0.415138,0.160197,-0.158676,0.335314,0.168256,-0.030971
1110,3.083333,-0.003786,0.006749,0.009329,-0.999927,0.330316,0.168861,-0.149606,0.000000,0.320071,0.167282,-0.137210,0.843220,0.250256,0.178946,-0.271430,0.792717,0.415262,0.160046,-0.158783,0.869846,0.335678,0.169169,-0.031000,0.843890,0.320071,0.167282,-0.137210,0.250256,0.178946,-0.271430,0.415262,0.160046,-0.158783,0.335678,0.169169,-0.031000
1111,3.086111,-0.005837,0.006986,0.006253,-0.999939,0.330357,0.168827,-0.149405,0.000000,0.320115,0.167135,-0.137021,0.886735,0.250299,0.178912,-0.271232,0.905966,0.415360,0.160575,-0.158572,0.929544,0.335654,0.168688,-0.030797,0.963723,0.320115,0.167135,-0.137021,0.250299,0.178912,-0.271232,0.415360,0.160575,-0.158572,0.335654,0.168688,-0.030797
1112,3.088889,-0.006409,0.007668,0.006590,-0.999928,0.330245,0.168611,-0.149577,0.000000,0.319985,0.166911,-0.137209,0.886735,0.250361,0.178889,-0.271501,0.905966,0.415256,0.160312,-0.158637,0.929544,0.335380,0.168333,-0.030962,0.963723,0.319985,0.166911,-0.137209,0.250361,0.178889,-0.271501,0.415256,0.160312,-0.158637,0.335380,0.168333,-0.030962
1113,3.091667,-0.003391,0.007459,0.010607,-0.999910,0.330418,0.168631,-0.149693,0.000000,0.320151,0.167088,-0.137310,0.927646,0.250555,0.178826,-0.271637,0.915362,0.415354,0.159592,-0.158744,0.888416,0.335614,0.169019,-0.031080,0.970242,0.320151,0.167088,-0.137310,0.250555,0.178826,-0.271637,0.415354,0.159592,-0.158744,0.335614,0.169019,-0.031080
1114,3.094444,-0.004031,0.007103,0.008739,-0.999929,0.330299,0.168733,-0.149650,0.000000,0.320046,0.167136,-0.137262,0.967543,0.250313,0.178781,-0.271527,0.977512,0.415261,0.160023,-0.158771,0.994244,0.335575,0.168991,-0.031041,0.972156,0.320046,0.167136,-0.137262,0.250313,0.178781,-0.271527,0.415261,0.160023,-0.158771,0.335575,0.168991,-0.031041
1115,3.097222,-0.002578,0.006306,0.009072,-0.999936,0.330236,0.168798,-0.149569,0.000000,0.320002,0.167243,-0.137159,0.967543,0.250060,0.178549,-0.271344,0.977512,0.415178,0.160004,-0.158802,0.994244,0.335705,0.169395,-0.030969,0.972156,0.320002,0.167243,-0.137159,0.250060,0.178549,-0.271344,0.415178,0.160004,-0.158802,0.335705,0.169395,-0.030969
1116,3.100000,-0.003609,0.007158,0.008864,-0.999929,0.330285,0.168832,-0.149595,0.000000,0.320031,0.167248,-0.137207,0.923709,0.250315,0.178798,-0.271489,0.901994,0.415246,0.160093,-0.158700,0.883180,0.335549,0.169189,-0.030985,0.955012,0.320031,0.167248,-0.137207,0.250315,0.178798,-0.271489,0.415246,0.160093,-0.158700,0.335549,0.169189,-0.030985
1117,3.102778,-0.000867,0.007226,0.011921,-0.999902,0.330371,0.168790,-0.149625,0.000000,0.320107,0.167336,-0.137229,0.931297,0.250470,0.178585,-0.271577,0.927559,0.415278,0.159478,-0.158675,0.979000,0.335631,0.169760,-0.031018,0.866138,0.320107,0.167336,-0.137229,0.250470,0.178585,-0.271577,0.415278,0.159478,-0.158675,0.335631,0.169760,-0.031018
1118,3.105556,-0.004791,0.007887,0.007942,-0.999926,0.330101,0.168712,-0.149578,0.000000,0.319831,0.167080,-0.137208,0.931297,0.250293,0.178815,-0.271567,0.927559,0.415092,0.160151,-0.158577,0.979000,0.335188,0.168801,-0.030960,0.866138,0.319831,0.167080,-0.137208,0.250293,0.178815,-0.271567,0.415092,0.160151,-0.158577,0.335188,0.168801,-0.030960
1119,3.108333,-0.004705,0.005913,0.008813,-0.999933,0.330307,0.168656,-0.149664,0.000000,0.320083,0.167043,-0.137254,0.962200,0.250034,0.178881,-0.271337,0.970999,0.415246,0.159948,-0.158998,0.994263,0.335864,0.168751,-0.031067,0.962459,0.320083,0.167043,-0.137254,0.250034,0.178881,-0.271337,0.415246,0.159948,-0.158998,0.335864,0.168751,-0.031067
1120,3.111111,-0.006671,0.007114,0.007100,-0.999927,0.330170,0.168521,-0.149550,0.000000,0.319922,0.166825,-0.137171,0.962200,0.250161,0.178945,-0.271379,0.970999,0.415162,0.160141,-0.158709,0.994263,0.335436,0.168173,-0.030940,0.962459,0.319922,0.166825,-0.137171,0.250161,0.178945,-0.271379,0.415162,0.160141,-0.158709,0.335436,0.168173,-0.030940
1121,3.113889,-0.005926,0.006982,0.009255,-0.999915,0.330204,0.168381,-0.149680,0.000000,0.319952,0.166747,-0.137296,0.945581,0.250203,0.178973,-0.271500,0.937767,0.415156,0.159621,-0.158852,0.970623,0.335505,0.168184,-0.031071,0.969861,0.319952,0.166747,-0.137296,0.250203,0.178973,-0.271500,0.415156,0.159621,-0.158852,0.335505,0.168184,-0.031071
1122,3.116667,-0.004519,0.006394,0.008763,-0.999931,0.330351,0.168681,-0.149539,0.000000,0.320116,0.167072,-0.137138,0.891492,0.250195,0.178852,-0.271293,0.747425,0.415301,0.159977,-0.158788,0.828668,0.335794,0.168822,-0.030937,0.842852,0.320116,0.167072,-0.137138,0.250195,0.178852,-0.271293,0.415301,0.159977,-0.158788,0.335794,0.168822,-0.030937
1123,3.119444,-0.001590,0.006982,0.009841,-0.999926,0.330179,0.169079,-0.149560,0.000000,0.319926,0.167565,-0.137161,0.891492,0.250179,0.178714,-0.271461,0.747425,0.415119,0.160135,-0.158663,0.828668,0.335490,0.169902,-0.030954,0.842852,0.319926,0.167565,-0.137161,0.250179,0.178714,-0.271461,0.415119,0.160135,-0.158663,0.335490,0.169902,-0.030954
1124,3.122222,-0.005246,0.007051,0.008061,-0.999929,0.330228,0.168732,-0.149631,0.000000,0.319979,0.167091,-0.137246,0.923944,0.250219,0.178965,-0.271477,0.917050,0.415202,0.160161,-0.158780,0.886920,0.335513,0.168710,-0.031022,0.965719,0.319979,0.167091,-0.137246,0.250219,0.178965,-0.271477,0.415202,0.160161,-0.158780,0.335513,0.168710,-0.031022
1125,3.125000,-0.006424,0.007274,0.007184,-0.999927,0.330162,0.168541,-0.149641,0.000000,0.319909,0.166853,-0.137265,0.952545,0.250193,0.178918,-0.271501,0.944262,0.415155,0.160141,-0.158769,0.968735,0.335391,0.168251,-0.031030,0.980996,0.319909,0.166853,-0.137265,0.250193,0.178918,-0.271501,0.415155,0.160141,-0.158769,0.335391,0.168251,-0.031030
1126,3.127778,-0.004855,0.007998,0.008553,-0.999920,0.330260,0.168599,-0.149577,0.000000,0.319986,0.166977,-0.137210,0.952545,0.250491,0.178816,-0.271581,0.944262,0.415242,0.159935,-0.158558,0.968735,0.335322,0.168665,-0.030957,0.980996,0.319986,0.166977,-0.137210,0.250491,0.178816,-0.271581,0.415242,0.159935,-0.158558,0.335322,0.168665,-0.030957
1127,3.130556,-0.006406,0.007735,0.007182,-0.999924,0.330180,0.168539,-0.149517,0.000000,0.319916,0.166852,-0.137151,0.967745,0.250323,0.178912,-0.271451,0.979979,0.415181,0.160139,-0.158567,0.996137,0.335299,0.168254,-0.030901,0.976011,0.319916,0.166852,-0.137151,0.250323,0.178912,-0.271451,0.415181,0.160139,-0.158567,0.335299,0.168254,-0.030901
1128,3.133333,-0.005518,0.007547,0.008041,-0.999924,0.330267,0.168608,-0.149546,0.000000,0.320005,0.166960,-0.137172,0.967745,0.250379,0.178904,-0.271467,0.979979,0.415250,0.160045,-0.158615,0.996137,0.335433,0.168523,-0.030932,0.976011,0.320005,0.166960,-0.137172,0.250379,0.178904,-0.271467,0.415250,0.160045,-0.158615,0.335433,0.168523,-0.030932
1129,3.136111,-0.004719,0.006754,0.008945,-0.999926,0.330406,0.168633,-0.149564,0.000000,0.320161,0.167023,-0.137171,0.929005,0.250341,0.178882,-0.271372,0.920981,0.415359,0.159902,-0.158755,0.885684,0.335764,0.168725,-0.030958,0.968466,0.320161,0.167023,-0.137171,0.250341,0.178882,-0.271372,0.415359,0.159902,-0.158755,0.335764,0.168725,-0.030958
1130,3.138889,-0.005239,0.006216,0.007973,-0.999935,0.330328,0.168558,-0.149605,0.000000,0.320100,0.166915,-0.137203,0.929005,0.250115,0.178777,-0.271317,0.920981,0.415288,0.160003,-0.158895,0.885684,0.335811,0.168538,-0.031004,0.968466,0.320100,0.166915,-0.137203,0.250115,0.178777,-0.271317,0.415288,0.160003,-0.158895,0.335811,0.168538,-0.031004
1131,3.141667,-0.004567,0.007268,0.008231,-0.999929,0.330329,0.168619,-0.149562,0.000000,0.320073,0.166999,-0.137179,0.929005,0.250375,0.178716,-0.271455,0.920981,0.415303,0.160006,-0.158663,0.885684,0.335563,0.168757,-0.030950,0.968466,0.320073,0.166999,-0.137179,0.250375,0.178716,-0.271455,0.415303,0.160006,-0.158663,0.335563,0.168757,-0.030950
1132,3.144444,-0.006667,0.007622,0.006940,-0.999925,0.330405,0.168256,-0.149550,0.000000,0.320144,0.166557,-0.137182,0.890327,0.250516,0.178652,-0.271461,0.711167,0.415408,0.159902,-0.158622,0.894611,0.335550,0.167912,-0.030935,0.871834,0.320144,0.166557,-0.137182,0.250516,0.178652,-0.271461,0.415408,0.159902,-0.158622,0.335550,0.167912,-0.030935
1133,3.147222,-0.004092,0.007932,0.008069,-0.999928,0.330332,0.168608,-0.149649,0.000000,0.320060,0.166996,-0.137278,0.890327,0.250536,0.178562,-0.271658,0.711167,0.415321,0.160013,-0.158630,0.894611,0.335410,0.168862,-0.031031,0.871834,0.320060,0.166996,-0.137278,0.250536,0.178562,-0.271658,0.415321,0.160013,-0.158630,0.335410,0.168862,-0.031031
1134,3.150000,-0.003872,0.006869,0.008617,-0.999932,0.330554,0.168564,-0.149539,0.000000,0.320307,0.166968,-0.137146,0.926057,0.250509,0.178555,-0.271381,0.920758,0.415514,0.159872,-0.158697,0.973601,0.335885,0.168861,-0.030932,0.852391,0.320307,0.166968,-0.137146,0.250509,0.178555,-0.271381,0.415514,0.159872,-0.158697,0.335885,0.168861,-0.030932
1135,3.152778,-0.005591,0.007109,0.009096,-0.999918,0.330390,0.168323,-0.149663,0.000000,0.320135,0.166694,-0.137280,0.967891,0.250416,0.178808,-0.271510,0.977711,0.415347,0.159583,-0.158808,0.994445,0.335661,0.168207,-0.031053,0.972065,0.320135,0.166694,-0.137280,0.250416,0.178808,-0.271510,0.415347,0.159583,-0.158808,0.335661,0.168207,-0.031053
1136,3.155556,-0.002349,0.008305,0.008711,-0.999925,0.330245,0.168818,-0.149663,0.000000,0.319963,0.167263,-0.137294,0.967891,0.250549,0.178452,-0.271763,0.977711,0.415229,0.160080,-0.158553,0.994445,0.335239,0.169478,-0.031043,0.972065,0.319963,0.167263,-0.137294,0.250549,0.178452,-0.271763,0.415229,0.160080,-0.158553,0.335239,0.169478,-0.031043
1137,3.158333,-0.007385,0.007444,0.006284,-0.999925,0.330316,0.168280,-0.149531,0.000000,0.320062,0.166549,-0.137162,0.857330,0.250373,0.178745,-0.271400,0.668135,0.415328,0.160052,-0.158643,0.878319,0.335502,0.167773,-0.030918,0.780565,0.320062,0.166549,-0.137162,0.250373,0.178745,-0.271400,0.415328,0.160052,-0.158643,0.335502,0.167773,-0.030918
1138,3.161111,-0.005660,0.006109,0.008276,-0.999931,0.330350,0.168597,-0.149507,0.000000,0.320123,0.166950,-0.137104,0.964734,0.250117,0.178967,-0.271194,0.972927,0.415303,0.159999,-0.158822,0.997015,0.335858,0.168473,-0.030907,0.963107,0.320123,0.166950,-0.137104,0.250117,0.178967,-0.271194,0.415303,0.159999,-0.158822,0.335858,0.168473,-0.030907
1139,3.163889,-0.004196,0.007396,0.008976,-0.999924,0.330379,0.168480,-0.149616,0.000000,0.320118,0.166884,-0.137234,0.964734,0.250470,0.178607,-0.271536,0.972927,0.415343,0.159733,-0.158689,0.997015,0.335585,0.168697,-0.031003,0.963107,0.320118,0.166884,-0.137234,0.250470,0.178607,-0.271536,0.415343,0.159733,-0.158689,0.335585,0.168697,-0.031003
1140,3.166667,-0.003964,0.007168,0.009350,-0.999923,0.330537,0.168497,-0.149573,0.000000,0.320281,0.166914,-0.137186,0.923317,0.250579,0.178628,-0.271461,0.895517,0.415490,0.159682,-0.158682,0.869776,0.335798,0.168764,-0.030963,0.950491,0.320281,0.166914,-0.137186,0.250579,0.178628,-0.271461,0.415490,0.159682,-0.158682,0.335798,0.168764,-0.030963
1141,3.169444,-0.006264,0.007433,0.008444,-0.999917,0.330327,0.168185,-0.149610,0.000000,0.320067,0.166527,-0.137236,0.923317,0.250421,0.178727,-0.271497,0.895517,0.415301,0.159568,-0.158709,0.869776,0.335519,0.167918,-0.030996,0.950491,0.320067,0.166527,-0.137236,0.250421,0.178727,-0.271497,0.415301,0.159568,-0.158709,0.335519,0.167918,-0.030996
1142,3.172222,-0.003585,0.006827,0.008493,-0.999934,0.330257,0.168905,-0.149506,0.000000,0.320012,0.167314,-0.137111,0.887514,0.250199,0.178806,-0.271347,0.916899,0.415219,0.160228,-0.158666,0.927219,0.335599,0.169271,-0.030899,0.868174,0.320012,0.167314,-0.137111,0.250199,0.178806,-0.271347,0.415219,0.160228,-0.158666,0.335599,0.169271,-0.030899
1143,3.175000,-0.006268,0.007382,0.007141,-0.999928,0.330166,0.168555,-0.149508,0.000000,0.319911,0.166870,-0.137133,0.908538,0.250222,0.178888,-0.271388,0.840114,0.415161,0.160160,-0.158615,0.956425,0.335369,0.168303,-0.030895,0.862800,0.319911,0.166870,-0.137133,0.250222,0.178888,-0.271388,0.415161,0.160160,-0.158615,0.335369,0.168303,-0.030895
1144,3.177778,-0.002403,0.007370,0.009940,-0.999921,0.330157,0.168920,-0.149622,0.000000,0.319895,0.167388,-0.137234,0.908538,0.250257,0.178767,-0.271571,0.840114,0.415103,0.159974,-0.158672,0.956425,0.335375,0.169550,-0.031011,0.862800,0.319895,0.167388,-0.137234,0.250257,0.178767,-0.271571,0.415103,0.159974,-0.158672,0.335375,0.169550,-0.031011
1145,3.180556,-0.003387,0.006531,0.009658,-0.999926,0.330283,0.168863,-0.149756,0.000000,0.320041,0.167301,-0.137354,0.884236,0.250174,0.178905,-0.271553,0.901064,0.415218,0.159985,-0.158964,0.930810,0.335697,0.169261,-0.031153,0.950692,0.320041,0.167301,-0.137354,0.250174,0.178905,-0.271553,0.415218,0.159985,-0.158964,0.335697,0.169261,-0.031153
1146,3.183333,-0.004576,0.007510,0.007305,-0.999935,0.330136,0.168960,-0.149603,0.000000,0.319878,0.167320,-0.137225,0.930369,0.250224,0.178908,-0.271536,0.929322,0.415131,0.160504,-0.158662,0.979897,0.335313,0.169107,-0.030988,0.869553,0.319878,0.167320,-0.137225,0.250224,0.178908,-0.271536,0.415131,0.160504,-0.158662,0.335313,0.169107,-0.030988
1147,3.186111,-0.006168,0.007732,0.007205,-0.999925,0.330199,0.168534,-0.149550,0.000000,0.319936,0.166852,-0.137182,0.930369,0.250342,0.178852,-0.271488,0.929322,0.415200,0.160125,-0.158596,0.979897,0.335320,0.168305,-0.030933,0.869553,0.319936,0.166852,-0.137182,0.250342,0.178852,-0.271488,0.415200,0.160125,-0.158596,0.335320,0.168305,-0.030933
1148,3.188889,-0.003190,0.007112,0.009156,-0.999928,0.330210,0.168916,-0.149522,0.000000,0.319956,0.167348,-0.137131,0.830371,0.250233,0.178828,-0.271416,0.882367,0.415165,0.160119,-0.158628,0.905453,0.335486,0.169369,-0.030913,0.843360,0.319956,0.167348,-0.137131,0.250233,0.178828,-0.271416,0.415165,0.160119,-0.158628,0.335486,0.169369,-0.030913
1149,3.191667,-0.004426,0.007300,0.008207,-0.999930,0.330359,0.168707,-0.149463,0.000000,0.320103,0.167089,-0.137080,0.830371,0.250412,0.178765,-0.271365,0.882367,0.415334,0.160095,-0.158556,0.905453,0.335586,0.168879,-0.030851,0.843360,0.320103,0.167089,-0.137080,0.250412,0.178765,-0.271365,0.415334,0.160095,-0.158556,0.335586,0.168879,-0.030851
1150,3.194444,-0.003660,0.008726,0.007063,-0.999930,0.330035,0.169039,-0.149656,0.000000,0.319747,0.167418,-0.137300,0.933259,0.250413,0.178725,-0.271800,0.929906,0.415055,0.160606,-0.158493,0.972236,0.334924,0.169409,-0.031030,0.865212,0.319747,0.167418,-0.137300,0.250413,0.178725,-0.271800,0.415055,0.160606,-0.158493,0.334924,0.169409,-0.031030
1151,3.197222,-0.003704,0.006575,0.010335,-0.999918,0.330359,0.168626,-0.149625,0.000000,0.320114,0.167070,-0.137225,0.929457,0.250275,0.178855,-0.271422,0.909323,0.415283,0.159640,-0.158832,0.879690,0.335763,0.168941,-0.031021,0.970047,0.320114,0.167070,-0.137225,0.250275,0.178855,-0.271422,0.415283,0.159640,-0.158832,0.335763,0.168941,-0.031021
1152,3.200000,-0.005355,0.007936,0.007487,-0.999926,0.330096,0.168659,-0.149637,0.000000,0.319826,0.167004,-0.137271,0.929457,0.250292,0.178825,-0.271623,0.909323,0.415095,0.160186,-0.158636,0.879690,0.335169,0.168620,-0.031019,0.970047,0.319826,0.167004,-0.137271,0.250292,0.178825,-0.271623,0.415095,0.160186,-0.158636,0.335169,0.168620,-0.031019
1153,3.202778,-0.006099,0.007490,0.007883,-0.999922,0.330139,0.168762,-0.149526,0.000000,0.319879,0.167096,-0.137153,0.964506,0.250235,0.179174,-0.271426,0.971378,0.415124,0.160237,-0.158613,0.994147,0.335318,0.168541,-0.030912,0.957203,0.319879,0.167096,-0.137153,0.250235,0.179174,-0.271426,0.415124,0.160237,-0.158613,0.335318,0.168541,-0.030912
1154,3.205556,-0.004440,0.006699,0.008162,-0.999934,0.330136,0.168810,-0.149471,0.000000,0.319895,0.167191,-0.137076,0.837076,0.250042,0.178865,-0.271276,0.908264,0.415101,0.160207,-0.158666,0.914469,0.335506,0.168978,-0.030865,0.959102,0.319895,0.167191,-0.137076,0.250042,0.178865,-0.271276,0.415101,0.160207,-0.158666,0.335506,0.168978,-0.030865
1155,3.208333,-0.003221,0.006720,0.008517,-0.999936,0.330447,0.168839,-0.149605,0.000000,0.320205,0.167258,-0.137206,0.837076,0.250363,0.178656,-0.271435,0.908264,0.415407,0.160152,-0.158778,0.914469,0.335815,0.169292,-0.031000,0.959102,0.320205,0.167258,-0.137206,0.250363,0.178656,-0.271435,0.415407,0.160152,-0.158778,0.335815,0.169292,-0.031000
1156,3.211111,-0.006761,0.008022,0.006167,-0.999926,0.330066,0.168672,-0.149506,0.000000,0.319799,0.166955,-0.137146,0.928769,0.250261,0.178967,-0.271480,0.921235,0.415090,0.160451,-0.158510,0.973282,0.335116,0.168316,-0.030887,0.851754,0.319799,0.166955,-0.137146,0.250261,0.178967,-0.271480,0.415090,0.160451,-0.158510,0.335116,0.168316,-0.030887
1157,3.213889,-0.005929,0.007936,0.008579,-0.999914,0.330150,0.168386,-0.149603,0.000000,0.319876,0.166739,-0.137238,0.928769,0.250368,0.178868,-0.271577,0.921235,0.415130,0.159739,-0.158612,0.973282,0.335224,0.168198,-0.030984,0.851754,0.319876,0.166739,-0.137238,0.250368,0.178868,-0.271577,0.415130,0.159739,-0.158612,0.335224,0.168198,-0.030984
1158,3.216667,-0.004161,0.008211,0.008258,-0.999924,0.330118,0.168825,-0.149688,0.000000,0.319840,0.167216,-0.137323,0.874967,0.250394,0.178826,-0.271740,0.836359,0.415109,0.160199,-0.158622,0.879864,0.335130,0.169061,-0.031067,0.845796,0.319840,0.167216,-0.137323,0.250394,0.178826,-0.271740,0.415109,0.160199,-0.158622,0.335130,0.169061,-0.031067
1159,3.219444,-0.005013,0.007430,0.007400,-0.999932,0.330132,0.168757,-0.149490,0.000000,0.319875,0.167108,-0.137112,0.926855,0.250203,0.178826,-0.271402,0.921732,0.415124,0.160293,-0.158570,0.973799,0.335327,0.168799,-0.030877,0.853071,0.319875,0.167108,-0.137112,0.250203,0.178826,-0.271402,0.415124,0.160293,-0.158570,0.335327,0.168799,-0.030877
1160,3.222222,-0.003510,0.006190,0.006935,-0.999951,0.330266,0.168826,-0.149451,0.000000,0.320042,0.167205,-0.137042,0.926855,0.250023,0.178457,-0.271192,0.921732,0.415243,0.160413,-0.158717,0.973799,0.335756,0.169228,-0.030851,0.853071,0.320042,0.167205,-0.137042,0.250023,0.178457,-0.271192,0.415243,0.160413,-0.158717,0.335756,0.169228,-0.030851
1161,3.225000,-0.006781,0.007385,0.006894,-0.999926,0.330283,0.168376,-0.149493,0.000000,0.320028,0.166673,-0.137120,0.980840,0.250336,0.178793,-0.271364,0.974203,0.415283,0.160032,-0.158607,0.984233,0.335484,0.168005,-0.030880,0.975813,0.320028,0.166673,-0.137120,0.250336,0.178793,-0.271364,0.415283,0.160032,-0.158607,0.335484,0.168005,-0.030880
1162,3.227778,-0.004879,0.006880,0.007973,-0.999933,0.330264,0.168742,-0.149473,0.000000,0.320019,0.167108,-0.137083,0.845496,0.250211,0.178873,-0.271299,0.933704,0.415236,0.160179,-0.158645,0.938190,0.335590,0.168808,-0.030866,0.940200,0.320019,0.167108,-0.137083,0.250211,0.178873,-0.271299,0.415236,0.160179,-0.158645,0.335590,0.168808,-0.030866
1163,3.230556,-0.002842,0.007613,0.008753,-0.999929,0.330039,0.168964,-0.149628,0.000000,0.319774,0.167397,-0.137246,0.845496,0.250176,0.178725,-0.271608,0.933704,0.415010,0.160228,-0.158643,0.938190,0.335196,0.169505,-0.031014,0.940200,0.319774,0.167397,-0.137246,0.250176,0.178725,-0.271608,0.415010,0.160228,-0.158643,0.335196,0.169505,-0.031014
1164,3.233333,-0.006099,0.007237,0.008559,-0.999919,0.330064,0.168927,-0.149584,0.000000,0.319808,0.167275,-0.137206,0.831926,0.250112,0.179448,-0.271443,0.873912,0.415033,0.160288,-0.158715,0.906407,0.335304,0.168697,-0.030973,0.838527,0.319808,0.167275,-0.137206,0.250112,0.179448,-0.271443,0.415033,0.160288,-0.158715,0.335304,0.168697,-0.030973
1165,3.236111,-0.006873,0.007103,0.006694,-0.999929,0.330277,0.168601,-0.149473,0.000000,0.320031,0.166892,-0.137095,0.831926,0.250258,0.179008,-0.271298,0.873912,0.415276,0.160294,-0.158637,0.906407,0.335545,0.168210,-0.030864,0.838527,0.320031,0.166892,-0.137095,0.250258,0.179008,-0.271298,0.415276,0.160294,-0.158637,0.335545,0.168210,-0.030864
1166,3.238889,-0.003918,0.006919,0.008227,-0.999935,0.330423,0.168878,-0.149613,0.000000,0.320177,0.167273,-0.137221,0.912112,0.250383,0.178816,-0.271463,0.884475,0.415391,0.160253,-0.158763,0.933704,0.335742,0.169169,-0.031006,0.919699,0.320177,0.167273,-0.137221,0.250383,0.178816,-0.271463,0.415391,0.160253,-0.158763,0.335742,0.169169,-0.031006
1167,3.241667,-0.004846,0.006929,0.008446,-0.999929,0.330287,0.168782,-0.149557,0.000000,0.320040,0.167159,-0.137168,0.923079,0.250255,0.178981,-0.271391,0.915342,0.415252,0.160138,-0.158720,0.881211,0.335602,0.168850,-0.030949,0.964483,0.320040,0.167159,-0.137168,0.250255,0.178981,-0.271391,0.415252,0.160138,-0.158720,0.335602,0.168850,-0.030949
1168,3.244444,-0.006156,0.007336,0.006405,-0.999934,0.330060,0.168703,-0.149559,0.000000,0.319809,0.167006,-0.137184,0.923079,0.250091,0.178889,-0.271435,0.915342,0.415067,0.160431,-0.158671,0.881211,0.335274,0.168486,-0.030947,0.964483,0.319809,0.167006,-0.137184,0.250091,0.178889,-0.271435,0.415067,0.160431,-0.158671,0.335274,0.168486,-0.030947
