Format Version,1.22,Take Name,day 2 front left triangle,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-07-20 09.07.29.815 AM,Total Frames in Take,1516,Total Exported Frames,1516,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
335,0.930556,0.005503,0.109253,0.026342,-0.993650,0.233177,0.168526,-2.694773,0.000000,0.220574,0.167578,-2.684703,0.921873,0.179984,0.178341,-2.830518,0.930976,0.317830,0.156717,-2.686280,0.972408,0.214321,0.171468,-2.577590,0.852305,0.220574,0.167578,-2.684703,0.179984,0.178341,-2.830518,0.317830,0.156717,-2.686280,0.214321,0.171468,-2.577590,,,,,,,,,,,,,,,,,,,,,
336,0.933333,0.005190,0.108870,0.027134,-0.993672,0.233133,0.168435,-2.694845,0.000000,0.220535,0.167498,-2.684767,0.968114,0.179853,0.178442,-2.830543,0.974174,0.317774,0.156491,-2.686425,0.981182,0.214368,0.171310,-2.577645,0.965516,0.220535,0.167498,-2.684767,0.179853,0.178442,-2.830543,0.317774,0.156491,-2.686425,0.214368,0.171310,-2.577645,,,,,,,,,,,,,,,,,,,,,
337,0.936111,0.004681,0.109076,0.026608,-0.993666,0.233208,0.168308,-2.694769,0.000000,0.220608,0.167347,-2.684697,0.968114,0.179976,0.178372,-2.830481,0.974174,0.317859,0.156454,-2.686323,0.981182,0.214389,0.171057,-2.577575,0.965516,0.220608,0.167347,-2.684697,0.179976,0.178372,-2.830481,0.317859,0.156454,-2.686323,0.214389,0.171057,-2.577575,,,,,,,,,,,,,,,,,,,,,
338,0.938889,0.005052,0.108934,0.027323,-0.993661,0.233176,0.168414,-2.694825,0.000000,0.220577,0.167477,-2.684749,0.808986,0.179919,0.178481,-2.830526,0.907254,0.317812,0.156438,-2.686397,0.911527,0.214396,0.171259,-2.577627,0.824461,0.220577,0.167477,-2.684749,0.179919,0.178481,-2.830526,0.317812,0.156438,-2.686397,0.214396,0.171259,-2.577627,,,,,,,,,,,,,,,,,,,,,
339,0.941667,0.006305,0.109311,0.028061,-0.993591,0.233167,0.168374,-2.694825,0.000000,0.220560,0.167484,-2.684756,0.808986,0.180023,0.178215,-2.830588,0.907254,0.317776,0.156271,-2.686310,0.911527,0.214310,0.171527,-2.577648,0.824461,0.220560,0.167484,-2.684756,0.180023,0.178215,-2.830588,0.317776,0.156271,-2.686310,0.214310,0.171527,-2.577648,,,,,,,,,,,,,,,,,,,,,
340,0.944444,0.005209,0.108888,0.026802,-0.993679,0.233189,0.168448,-2.694682,0.000000,0.220593,0.167503,-2.684604,0.836096,0.179908,0.178404,-2.830382,0.915152,0.317838,0.156560,-2.686258,0.935186,0.214419,0.171323,-2.577483,0.836381,0.220593,0.167503,-2.684604,0.179908,0.178404,-2.830382,0.317838,0.156560,-2.686258,0.214419,0.171323,-2.577483,,,,,,,,,,,,,,,,,,,,,
341,0.947222,0.005498,0.108453,0.027888,-0.993695,0.233178,0.168439,-2.694754,0.000000,0.220588,0.167526,-2.684664,0.968178,0.179800,0.178472,-2.830410,0.973219,0.317807,0.156366,-2.686400,0.978679,0.214516,0.171393,-2.577539,0.966596,0.220588,0.167526,-2.684664,0.179800,0.178472,-2.830410,0.317807,0.156366,-2.686400,0.214516,0.171393,-2.577539,,,,,,,,,,,,,,,,,,,,,
342,0.950000,0.005495,0.109142,0.026497,-0.993658,0.233192,0.168460,-2.694744,0.000000,0.220590,0.167515,-2.684672,0.968178,0.179971,0.178300,-2.830477,0.973219,0.317843,0.156624,-2.686271,0.978679,0.214362,0.171402,-2.577557,0.966596,0.220590,0.167515,-2.684672,0.179971,0.178300,-2.830477,0.317843,0.156624,-2.686271,0.214362,0.171402,-2.577557,,,,,,,,,,,,,,,,,,,,,
343,0.952778,0.005418,0.108895,0.027056,-0.993670,0.233231,0.168269,-2.694820,0.000000,0.220634,0.167335,-2.684742,0.801745,0.179956,0.178206,-2.830525,0.864618,0.317873,0.156338,-2.686392,0.949653,0.214462,0.171197,-2.577623,0.799981,0.220634,0.167335,-2.684742,0.179956,0.178206,-2.830525,0.317873,0.156338,-2.686392,0.214462,0.171197,-2.577623,,,,,,,,,,,,,,,,,,,,,
344,0.955556,0.004878,0.108373,0.027065,-0.993730,0.233255,0.168363,-2.694778,0.000000,0.220668,0.167417,-2.684689,0.920990,0.179841,0.178444,-2.830417,0.922096,0.317907,0.156431,-2.686450,0.973764,0.214605,0.171160,-2.577559,0.848183,0.220668,0.167417,-2.684689,0.179841,0.178444,-2.830417,0.317907,0.156431,-2.686450,0.214605,0.171160,-2.577559,,,,,,,,,,,,,,,,,,,,,
345,0.958333,0.005972,0.109256,0.027082,-0.993627,0.233258,0.168401,-2.694854,0.000000,0.220653,0.167480,-2.684784,0.920990,0.180079,0.178195,-2.830607,0.922096,0.317892,0.156465,-2.686354,0.973764,0.214407,0.171463,-2.577673,0.848183,0.220653,0.167480,-2.684784,0.180079,0.178195,-2.830607,0.317892,0.156465,-2.686354,0.214407,0.171463,-2.577673,,,,,,,,,,,,,,,,,,,,,
346,0.961111,0.006001,0.109464,0.027202,-0.993600,0.233115,0.168431,-2.694846,0.000000,0.220506,0.167514,-2.684781,0.925727,0.179996,0.178233,-2.830621,0.928189,0.317743,0.156475,-2.686309,0.967669,0.214216,0.171503,-2.577673,0.861913,0.220506,0.167514,-2.684781,0.179996,0.178233,-2.830621,0.317743,0.156475,-2.686309,0.214216,0.171503,-2.577673,,,,,,,,,,,,,,,,,,,,,
347,0.963889,0.004328,0.108215,0.026852,-0.993755,0.233239,0.168407,-2.694752,0.000000,0.220655,0.167444,-2.684660,0.925727,0.179779,0.178603,-2.830365,0.928189,0.317899,0.156513,-2.686461,0.967669,0.214621,0.171071,-2.577524,0.861913,0.220655,0.167444,-2.684660,0.179779,0.178603,-2.830365,0.317899,0.156513,-2.686461,0.214621,0.171071,-2.577524,,,,,,,,,,,,,,,,,,,,,
348,0.966667,0.005457,0.109625,0.026219,-0.993612,0.233197,0.168487,-2.694788,0.000000,0.220587,0.167535,-2.684728,0.914299,0.180103,0.178294,-2.830573,0.918186,0.317847,0.156699,-2.686233,0.970363,0.214253,0.171419,-2.577619,0.851232,0.220587,0.167535,-2.684728,0.180103,0.178294,-2.830573,0.317847,0.156699,-2.686233,0.214253,0.171419,-2.577619,,,,,,,,,,,,,,,,,,,,,
349,0.969444,0.005019,0.109201,0.026750,-0.993647,0.233063,0.168424,-2.694760,0.000000,0.220460,0.167474,-2.684690,0.918980,0.179866,0.178420,-2.830491,0.927785,0.317708,0.156546,-2.686286,0.975788,0.214217,0.171256,-2.577572,0.856556,0.220460,0.167474,-2.684690,0.179866,0.178420,-2.830491,0.317708,0.156546,-2.686286,0.214217,0.171256,-2.577572,,,,,,,,,,,,,,,,,,,,,
350,0.972222,0.006264,0.109297,0.026988,-0.993623,0.233260,0.168507,-2.694818,0.000000,0.220655,0.167591,-2.684747,0.918980,0.180089,0.178213,-2.830579,0.927785,0.317895,0.156587,-2.686304,0.975788,0.214401,0.171638,-2.577640,0.856556,0.220655,0.167591,-2.684747,0.180089,0.178213,-2.830579,0.317895,0.156587,-2.686304,0.214401,0.171638,-2.577640,,,,,,,,,,,,,,,,,,,,,
351,0.975000,0.005868,0.109566,0.026297,-0.993614,0.233111,0.168498,-2.694709,0.000000,0.220502,0.167558,-2.684646,0.973753,0.180000,0.178211,-2.830494,0.971291,0.317759,0.156697,-2.686157,0.985183,0.214184,0.171529,-2.577539,0.966117,0.220502,0.167558,-2.684646,0.180000,0.178211,-2.830494,0.317759,0.156697,-2.686157,0.214184,0.171529,-2.577539,,,,,,,,,,,,,,,,,,,,,
352,0.977778,0.006708,0.109208,0.027637,-0.993612,0.233133,0.168578,-2.694826,0.000000,0.220528,0.167687,-2.684753,0.879095,0.179949,0.178258,-2.830585,0.945550,0.317753,0.156546,-2.686320,0.923537,0.214301,0.171821,-2.577647,0.904440,0.220528,0.167687,-2.684753,0.179949,0.178258,-2.830585,0.317753,0.156546,-2.686320,0.214301,0.171821,-2.577647,,,,,,,,,,,,,,,,,,,,,
353,0.980556,0.005309,0.109065,0.026806,-0.993659,0.233193,0.168576,-2.694746,0.000000,0.220593,0.167634,-2.684673,0.879095,0.179959,0.178505,-2.830467,0.945550,0.317839,0.156688,-2.686290,0.923537,0.214382,0.171476,-2.577555,0.904440,0.220593,0.167634,-2.684673,0.179959,0.178505,-2.830467,0.317839,0.156688,-2.686290,0.214382,0.171476,-2.577555,,,,,,,,,,,,,,,,,,,,,
354,0.983333,0.005903,0.109436,0.026178,-0.993632,0.233181,0.168597,-2.694693,0.000000,0.220574,0.167654,-2.684627,0.794180,0.180032,0.178285,-2.830464,0.871731,0.317833,0.156815,-2.686162,0.865726,0.214284,0.171633,-2.577519,0.819404,0.220574,0.167654,-2.684627,0.180032,0.178285,-2.830464,0.317833,0.156815,-2.686162,0.214284,0.171633,-2.577519,,,,,,,,,,,,,,,,,,,,,
355,0.986111,0.004408,0.109201,0.026933,-0.993645,0.233221,0.168146,-2.694825,0.000000,0.220618,0.167186,-2.684757,0.794180,0.180032,0.178324,-2.830545,0.871731,0.317863,0.156238,-2.686363,0.865726,0.214372,0.170835,-2.577635,0.819404,0.220618,0.167186,-2.684757,0.180032,0.178324,-2.830545,0.317863,0.156238,-2.686363,0.214372,0.170835,-2.577635,,,,,,,,,,,,,,,,,,,,,
356,0.988889,0.005615,0.108929,0.027464,-0.993654,0.233208,0.168358,-2.694759,0.000000,0.220609,0.167438,-2.684681,0.926938,0.179950,0.178299,-2.830470,0.931967,0.317839,0.156357,-2.686321,0.967568,0.214433,0.171338,-2.577564,0.859849,0.220609,0.167438,-2.684681,0.179950,0.178299,-2.830470,0.317839,0.156357,-2.686321,0.214433,0.171338,-2.577564,,,,,,,,,,,,,,,,,,,,,
357,0.991667,0.005497,0.109673,0.026272,-0.993605,0.233136,0.168435,-2.694720,0.000000,0.220524,0.167485,-2.684661,0.813170,0.180055,0.178239,-2.830510,0.908749,0.317783,0.156638,-2.686156,0.923758,0.214181,0.171377,-2.577553,0.824389,0.220524,0.167485,-2.684661,0.180055,0.178239,-2.830510,0.317783,0.156638,-2.686156,0.214181,0.171377,-2.577553,,,,,,,,,,,,,,,,,,,,,
358,0.994444,0.005510,0.109173,0.027046,-0.993639,0.233146,0.168465,-2.694779,0.000000,0.220543,0.167533,-2.684708,0.813170,0.179946,0.178375,-2.830515,0.908749,0.317783,0.156536,-2.686301,0.923758,0.214311,0.171417,-2.577593,0.824389,0.220543,0.167533,-2.684708,0.179946,0.178375,-2.830515,0.317783,0.156536,-2.686301,0.214311,0.171417,-2.577593,,,,,,,,,,,,,,,,,,,,,
359,0.997222,0.005512,0.109576,0.026480,-0.993610,0.233236,0.168390,-2.694793,0.000000,0.220626,0.167445,-2.684732,0.912346,0.180134,0.178219,-2.830573,0.907999,0.317880,0.156557,-2.686246,0.931065,0.214304,0.171337,-2.577623,0.841834,0.220626,0.167445,-2.684732,0.180134,0.178219,-2.830573,0.317880,0.156557,-2.686246,0.214304,0.171337,-2.577623,,,,,,,,,,,,,,,,,,,,,
360,1.000000,0.005011,0.109266,0.026088,-0.993658,0.233331,0.168233,-2.694879,0.000000,0.220728,0.167268,-2.684811,0.920129,0.180138,0.178141,-2.830617,0.933116,0.317991,0.156467,-2.686393,0.972244,0.214468,0.171055,-2.577694,0.867322,0.220728,0.167268,-2.684811,0.180138,0.178141,-2.830617,0.317991,0.156467,-2.686393,0.214468,0.171055,-2.577694,,,,,,,,,,,,,,,,,,,,,
361,1.002778,0.005996,0.108981,0.028295,-0.993623,0.233119,0.168481,-2.694702,0.000000,0.220518,0.167588,-2.684625,0.920129,0.179892,0.178435,-2.830424,0.933116,0.317729,0.156338,-2.686249,0.972244,0.214338,0.171561,-2.577510,0.867322,0.220518,0.167588,-2.684625,0.179892,0.178435,-2.830424,0.317729,0.156338,-2.686249,0.214338,0.171561,-2.577510,,,,,,,,,,,,,,,,,,,,,
362,1.005556,0.004383,0.109448,0.025872,-0.993646,0.233288,0.168168,-2.694886,0.000000,0.220682,0.167184,-2.684824,0.921763,0.180143,0.178208,-2.830633,0.935127,0.317951,0.156441,-2.686381,0.973822,0.214377,0.170840,-2.577705,0.865800,0.220682,0.167184,-2.684824,0.180143,0.178208,-2.830634,0.317951,0.156441,-2.686381,0.214377,0.170840,-2.577705,,,,,,,,,,,,,,,,,,,,,
363,1.008333,0.005216,0.109024,0.027104,-0.993656,0.233275,0.168267,-2.694920,0.000000,0.220674,0.167329,-2.684846,0.921763,0.180037,0.178261,-2.830635,0.935127,0.317914,0.156328,-2.686473,0.973822,0.214474,0.171148,-2.577726,0.865800,0.220674,0.167329,-2.684846,0.180037,0.178261,-2.830635,0.317914,0.156328,-2.686473,0.214474,0.171148,-2.577726,,,,,,,,,,,,,,,,,,,,,
364,1.011111,0.005663,0.108920,0.027415,-0.993656,0.233169,0.168480,-2.694801,0.000000,0.220570,0.167560,-2.684723,0.817791,0.179907,0.178402,-2.830512,0.912691,0.317801,0.156487,-2.686364,0.914544,0.214397,0.171471,-2.577605,0.831022,0.220570,0.167560,-2.684723,0.179907,0.178402,-2.830512,0.317801,0.156487,-2.686364,0.214397,0.171471,-2.577605,,,,,,,,,,,,,,,,,,,,,
365,1.013889,0.004305,0.109194,0.024463,-0.993710,0.233495,0.167407,-2.694868,0.000000,0.220897,0.166389,-2.684800,0.926266,0.180250,0.177278,-2.830589,0.924965,0.318195,0.155920,-2.686407,0.956662,0.214638,0.170043,-2.577678,0.863011,0.220897,0.166389,-2.684800,0.180250,0.177278,-2.830589,0.318195,0.155920,-2.686407,0.214638,0.170043,-2.577678,,,,,,,,,,,,,,,,,,,,,
366,1.016667,0.005352,0.109064,0.027241,-0.993647,0.233159,0.168469,-2.694843,0.000000,0.220558,0.167537,-2.684770,0.926266,0.179934,0.178446,-2.830564,0.924965,0.317794,0.156506,-2.686387,0.956662,0.214350,0.171384,-2.577652,0.863011,0.220558,0.167537,-2.684770,0.179934,0.178446,-2.830564,0.317794,0.156506,-2.686387,0.214350,0.171384,-2.577652,,,,,,,,,,,,,,,,,,,,,
367,1.019444,0.006377,0.109034,0.028589,-0.993606,0.233135,0.168442,-2.694776,0.000000,0.220532,0.167565,-2.684700,0.854213,0.179927,0.178338,-2.830509,0.955246,0.317736,0.156249,-2.686307,0.923114,0.214346,0.171617,-2.577588,0.934385,0.220532,0.167565,-2.684700,0.179927,0.178338,-2.830509,0.317736,0.156249,-2.686307,0.214346,0.171617,-2.577588,,,,,,,,,,,,,,,,,,,,,
368,1.022222,0.005503,0.109222,0.026919,-0.993638,0.233127,0.168392,-2.694775,0.000000,0.220523,0.167457,-2.684705,0.854213,0.179937,0.178286,-2.830516,0.955246,0.317766,0.156484,-2.686289,0.923114,0.214280,0.171341,-2.577590,0.934385,0.220523,0.167457,-2.684705,0.179937,0.178286,-2.830516,0.317766,0.156484,-2.686289,0.214280,0.171341,-2.577590,,,,,,,,,,,,,,,,,,,,,
369,1.025000,0.005851,0.108970,0.027487,-0.993648,0.233178,0.168415,-2.694795,0.000000,0.220579,0.167501,-2.684718,0.926312,0.179931,0.178298,-2.830514,0.934247,0.317808,0.156410,-2.686346,0.970151,0.214396,0.171451,-2.577603,0.864018,0.220579,0.167501,-2.684718,0.179931,0.178298,-2.830514,0.317808,0.156410,-2.686346,0.214396,0.171451,-2.577603,,,,,,,,,,,,,,,,,,,,,
370,1.027778,0.005192,0.108619,0.027583,-0.993687,0.233132,0.168512,-2.694770,0.000000,0.220539,0.167585,-2.684685,0.919571,0.179794,0.178581,-2.830440,0.922487,0.317766,0.156492,-2.686393,0.964915,0.214428,0.171391,-2.577560,0.848683,0.220539,0.167585,-2.684685,0.179794,0.178581,-2.830440,0.317766,0.156492,-2.686393,0.214428,0.171391,-2.577560,,,,,,,,,,,,,,,,,,,,,
371,1.030556,0.005871,0.109602,0.026921,-0.993594,0.233185,0.168443,-2.694785,0.000000,0.220574,0.167516,-2.684724,0.919571,0.180098,0.178239,-2.830573,0.922487,0.317817,0.156535,-2.686227,0.964915,0.214252,0.171481,-2.577617,0.848683,0.220574,0.167516,-2.684724,0.180098,0.178239,-2.830573,0.317817,0.156535,-2.686227,0.214252,0.171481,-2.577617,,,,,,,,,,,,,,,,,,,,,
372,1.033333,0.005761,0.109336,0.027111,-0.993618,0.233265,0.168463,-2.694821,0.000000,0.220659,0.167538,-2.684753,0.812527,0.180110,0.178315,-2.830579,0.911379,0.317898,0.156522,-2.686311,0.916280,0.214394,0.171476,-2.577642,0.820485,0.220659,0.167538,-2.684753,0.180110,0.178315,-2.830579,0.317898,0.156522,-2.686311,0.214394,0.171476,-2.577642,,,,,,,,,,,,,,,,,,,,,
373,1.036111,0.005517,0.108845,0.027739,-0.993656,0.233258,0.168256,-2.694807,0.000000,0.220660,0.167340,-2.684728,0.818297,0.179983,0.178260,-2.830507,0.910774,0.317884,0.156208,-2.686386,0.910522,0.214503,0.171215,-2.577608,0.831103,0.220660,0.167340,-2.684728,0.179983,0.178260,-2.830507,0.317884,0.156208,-2.686386,0.214503,0.171215,-2.577608,,,,,,,,,,,,,,,,,,,,,
374,1.038889,0.005300,0.109075,0.026937,-0.993654,0.233180,0.168416,-2.694797,0.000000,0.220580,0.167476,-2.684724,0.818297,0.179952,0.178365,-2.830519,0.910774,0.317823,0.156505,-2.686340,0.910522,0.214367,0.171316,-2.577606,0.831103,0.220580,0.167476,-2.684724,0.179952,0.178365,-2.830519,0.317823,0.156505,-2.686340,0.214367,0.171316,-2.577606,,,,,,,,,,,,,,,,,,,,,
375,1.041667,0.005397,0.109182,0.026882,-0.993644,0.233160,0.168301,-2.694894,0.000000,0.220557,0.167363,-2.684823,0.926803,0.179959,0.178218,-2.830629,0.927908,0.317801,0.156400,-2.686417,0.965848,0.214322,0.171224,-2.577707,0.863912,0.220557,0.167363,-2.684823,0.179959,0.178218,-2.830629,0.317801,0.156400,-2.686417,0.214322,0.171224,-2.577707,,,,,,,,,,,,,,,,,,,,,
376,1.044444,0.001552,0.112794,0.017315,-0.993466,0.233438,0.167270,-2.694631,0.000000,0.220783,0.166027,-2.684659,0.926803,0.181038,0.176865,-2.830701,0.927908,0.318235,0.157007,-2.685593,0.965848,0.213694,0.169182,-2.577573,0.863912,0.220783,0.166027,-2.684659,0.181038,0.176865,-2.830701,0.318235,0.157007,-2.685593,0.213694,0.169182,-2.577573,,,,,,,,,,,,,,,,,,,,,
377,1.047222,0.005623,0.109336,0.027287,-0.993614,0.233137,0.168376,-2.694700,0.000000,0.220530,0.167452,-2.684633,0.804897,0.179986,0.178288,-2.830455,0.881313,0.317765,0.156406,-2.686193,0.857234,0.214266,0.171359,-2.577520,0.821092,0.220530,0.167452,-2.684633,0.179986,0.178288,-2.830455,0.317765,0.156406,-2.686193,0.214266,0.171359,-2.577520,,,,,,,,,,,,,,,,,,,,,
378,1.050000,0.005849,0.108823,0.027304,-0.993669,0.233212,0.168481,-2.694720,0.000000,0.220616,0.167562,-2.684639,0.917707,0.179920,0.178340,-2.830423,0.928050,0.317848,0.156507,-2.686296,0.978395,0.214463,0.171514,-2.577522,0.851836,0.220616,0.167562,-2.684639,0.179920,0.178340,-2.830423,0.317848,0.156507,-2.686296,0.214463,0.171514,-2.577522,,,,,,,,,,,,,,,,,,,,,
379,1.052778,0.005833,0.109276,0.027390,-0.993617,0.233086,0.168500,-2.694780,0.000000,0.220481,0.167584,-2.684711,0.917707,0.179921,0.178372,-2.830532,0.928050,0.317713,0.156512,-2.686279,0.978395,0.214231,0.171533,-2.577599,0.851836,0.220481,0.167584,-2.684711,0.179921,0.178372,-2.830532,0.317713,0.156512,-2.686279,0.214231,0.171533,-2.577599,,,,,,,,,,,,,,,,,,,,,
380,1.055556,0.004710,0.108901,0.026247,-0.993695,0.233284,0.168335,-2.694845,0.000000,0.220688,0.167367,-2.684769,0.924625,0.179996,0.178345,-2.830539,0.922873,0.317947,0.156543,-2.686429,0.948940,0.214505,0.171086,-2.577645,0.849099,0.220688,0.167367,-2.684769,0.179996,0.178345,-2.830539,0.317947,0.156543,-2.686429,0.214505,0.171086,-2.577645,,,,,,,,,,,,,,,,,,,,,
381,1.058333,0.005047,0.109076,0.026909,-0.993656,0.233181,0.168293,-2.694825,0.000000,0.220580,0.167347,-2.684752,0.918110,0.179954,0.178304,-2.830542,0.928090,0.317824,0.156388,-2.686372,0.967918,0.214366,0.171133,-2.577632,0.848279,0.220580,0.167347,-2.684752,0.179954,0.178304,-2.830542,0.317824,0.156388,-2.686372,0.214366,0.171133,-2.577632,,,,,,,,,,,,,,,,,,,,,
382,1.061111,0.005531,0.108848,0.027399,-0.993665,0.233099,0.168569,-2.694767,0.000000,0.220502,0.167646,-2.684688,0.918110,0.179818,0.178524,-2.830468,0.928090,0.317734,0.156580,-2.686345,0.967918,0.214343,0.171528,-2.577569,0.848279,0.220502,0.167646,-2.684688,0.179818,0.178524,-2.830468,0.317734,0.156580,-2.686345,0.214343,0.171528,-2.577569,,,,,,,,,,,,,,,,,,,,,
383,1.063889,0.005693,0.109270,0.026548,-0.993641,0.233195,0.168519,-2.694773,0.000000,0.220591,0.167580,-2.684704,0.856067,0.180009,0.178313,-2.830523,0.960927,0.317842,0.156675,-2.686275,0.927675,0.214337,0.171509,-2.577591,0.930452,0.220591,0.167580,-2.684704,0.180009,0.178313,-2.830523,0.317842,0.156675,-2.686275,0.214337,0.171509,-2.577591,,,,,,,,,,,,,,,,,,,,,
384,1.066667,0.005502,0.109338,0.026926,-0.993625,0.233064,0.168372,-2.694799,0.000000,0.220458,0.167437,-2.684731,0.856067,0.179907,0.178266,-2.830552,0.960927,0.317702,0.156464,-2.686293,0.927675,0.214190,0.171321,-2.577619,0.930452,0.220458,0.167437,-2.684731,0.179907,0.178266,-2.830552,0.317702,0.156464,-2.686293,0.214190,0.171321,-2.577619,,,,,,,,,,,,,,,,,,,,,
385,1.069444,0.006722,0.109199,0.027741,-0.993610,0.233160,0.168550,-2.694827,0.000000,0.220555,0.167661,-2.684753,0.925413,0.179976,0.178240,-2.830585,0.933848,0.317777,0.156501,-2.686322,0.960622,0.214330,0.171797,-2.577647,0.849681,0.220555,0.167661,-2.684753,0.179976,0.178240,-2.830585,0.317777,0.156501,-2.686322,0.214330,0.171797,-2.577647,,,,,,,,,,,,,,,,,,,,,
386,1.072222,0.006709,0.108977,0.028036,-0.993626,0.233199,0.168507,-2.694793,0.000000,0.220599,0.167625,-2.684715,0.919647,0.179961,0.178242,-2.830527,0.928156,0.317814,0.156407,-2.686327,0.968647,0.214424,0.171753,-2.577605,0.852817,0.220599,0.167625,-2.684715,0.179961,0.178242,-2.830527,0.317814,0.156407,-2.686327,0.214424,0.171753,-2.577605,,,,,,,,,,,,,,,,,,,,,
387,1.075000,0.005353,0.108578,0.027660,-0.993689,0.233151,0.168438,-2.694746,0.000000,0.220558,0.167516,-2.684660,0.919647,0.179802,0.178476,-2.830414,0.928156,0.317784,0.156404,-2.686373,0.968647,0.214458,0.171355,-2.577535,0.852817,0.220558,0.167516,-2.684660,0.179802,0.178476,-2.830414,0.317784,0.156404,-2.686373,0.214458,0.171355,-2.577535,,,,,,,,,,,,,,,,,,,,,
388,1.077778,0.005279,0.108984,0.027170,-0.993658,0.233145,0.168472,-2.694623,0.000000,0.220546,0.167537,-2.684547,0.805151,0.179897,0.178459,-2.830334,0.876182,0.317783,0.156522,-2.686182,0.852696,0.214354,0.171369,-2.577428,0.819599,0.220546,0.167537,-2.684547,0.179897,0.178459,-2.830334,0.317783,0.156522,-2.686182,0.214354,0.171369,-2.577428,,,,,,,,,,,,,,,,,,,,,
389,1.080556,0.005741,0.109181,0.026514,-0.993652,0.233269,0.168437,-2.694754,0.000000,0.220667,0.167498,-2.684682,0.841469,0.180058,0.178215,-2.830495,0.956497,0.317919,0.156598,-2.686270,0.924188,0.214433,0.171437,-2.577569,0.922442,0.220667,0.167498,-2.684682,0.180058,0.178215,-2.830495,0.317919,0.156598,-2.686270,0.214433,0.171437,-2.577569,,,,,,,,,,,,,,,,,,,,,
390,1.083333,0.005371,0.109463,0.025713,-0.993644,0.233155,0.168584,-2.694647,0.000000,0.220548,0.167618,-2.684583,0.841469,0.180005,0.178346,-2.830413,0.956497,0.317819,0.156882,-2.686121,0.924188,0.214246,0.171488,-2.577471,0.922442,0.220548,0.167618,-2.684583,0.180005,0.178346,-2.830413,0.317819,0.156882,-2.686121,0.214246,0.171488,-2.577471,,,,,,,,,,,,,,,,,,,,,
391,1.086111,0.005900,0.109103,0.027042,-0.993645,0.233185,0.168396,-2.694796,0.000000,0.220584,0.167473,-2.684722,0.968005,0.179964,0.178205,-2.830531,0.980147,0.317823,0.156467,-2.686322,0.983580,0.214370,0.171440,-2.577609,0.966269,0.220584,0.167473,-2.684722,0.179964,0.178205,-2.830531,0.317823,0.156467,-2.686322,0.214370,0.171440,-2.577609,,,,,,,,,,,,,,,,,,,,,
392,1.088889,0.006604,0.108859,0.026863,-0.993672,0.233357,0.168567,-2.694787,0.000000,0.220761,0.167656,-2.684705,0.968005,0.180062,0.178172,-2.830507,0.980147,0.318001,0.156667,-2.686342,0.983580,0.214603,0.171774,-2.577594,0.966269,0.220761,0.167656,-2.684705,0.180062,0.178172,-2.830507,0.318001,0.156667,-2.686342,0.214603,0.171774,-2.577594,,,,,,,,,,,,,,,,,,,,,
393,1.091667,0.006085,0.109695,0.029111,-0.993520,0.233109,0.168306,-2.694713,0.000000,0.220491,0.167435,-2.684654,0.979176,0.180094,0.178343,-2.830512,0.986655,0.317686,0.156025,-2.686137,0.988811,0.214164,0.171423,-2.577549,0.977276,0.220491,0.167435,-2.684654,0.180094,0.178343,-2.830512,0.317686,0.156025,-2.686137,0.214164,0.171423,-2.577549,,,,,,,,,,,,,,,,,,,,,
394,1.094444,0.005138,0.109334,0.026097,-0.993649,0.233164,0.168331,-2.694811,0.000000,0.220560,0.167369,-2.684745,0.920409,0.179989,0.178207,-2.830559,0.934943,0.317822,0.156564,-2.686312,0.929455,0.214286,0.171184,-2.577630,0.813383,0.220560,0.167369,-2.684745,0.179989,0.178207,-2.830559,0.317822,0.156564,-2.686312,0.214286,0.171184,-2.577630,,,,,,,,,,,,,,,,,,,,,
395,1.097222,0.006203,0.108820,0.027649,-0.993658,0.233222,0.168479,-2.694837,0.000000,0.220626,0.167576,-2.684756,0.920409,0.179936,0.178294,-2.830546,0.934943,0.317850,0.156445,-2.686407,0.929455,0.214478,0.171599,-2.577641,0.813383,0.220626,0.167576,-2.684756,0.179936,0.178294,-2.830546,0.317850,0.156445,-2.686407,0.214478,0.171599,-2.577641,,,,,,,,,,,,,,,,,,,,,
